return_id,order_id,customer_id,product_id,store_id,return_date,return_quantity,return_amount,return_reason,return_status,refund_amount
66689,27077,25059,16471,3940,2023-03-18,1,438.48,Size/Fit Issue,Rejected,0.0
66690,22421,4924,14554,9449,2024-11-14,4,1704.92,Changed Mind,Approved,1704.92
66691,14856,2250,17583,8588,2025-02-23,2,621.82,Size/Fit Issue,Pending,
66692,16336,25641,13361,5362,2025-03-08,4,282.24,Size/Fit Issue,Approved,282.24
66693,15277,25261,3216,11724,2023-03-13,2,15.86,Duplicate Order,Rejected,0.0
66694,19527,4843,8564,117,2026-07-30,3,96.63,Changed Mind,Approved,96.63
66695,28000,10188,13521,2249,2024-01-17,3,1556.49,Changed Mind,Pending,
66696,29148,22447,14425,22943,2024-02-18,1,295.04,Changed Mind,Approved,295.04
66697,28571,11252,1565,14419,2026-06-25,4,387.48,Late Delivery,Approved,387.48
66698,17218,25061,29673,2286,2025-07-20,4,2165.6,Duplicate Order,Approved,2165.6
66699,17576,2416,8669,3034,2026-03-13,1,459.39,Late Delivery,Approved,459.39
66700,25991,22879,26991,8624,2026-06-06,4,1970.52,Duplicate Order,Approved,1970.52
66701,16029,19498,4069,17455,2024-05-06,1,25.36,Damaged,Pending,
66702,30652,29242,29752,2650,2026-08-18,2,650.98,Late Delivery,Approved,650.98
66703,14114,3873,15017,19458,2024-12-05,1,152.99,Late Delivery,Approved,152.99
66704,28992,16500,7049,17518,2025-02-10,6,713.88,Not as Described,Approved,713.88
66705,32517,29864,21751,11735,2023-11-05,3,189.36,Changed Mind,Rejected,0.0
66706,34541,29304,2751,22374,2024-03-08,1,425.13,Damaged,Rejected,0.0
66707,33854,16683,14670,16854,2025-09-22,1,588.7,Duplicate Order,Approved,588.7
66708,34904,13283,24587,8671,2025-07-05,2,224.94,Wrong Item Shipped,Approved,224.94
66709,32297,21967,19937,12397,2023-06-04,2,403.72,Size/Fit Issue,Rejected,0.0
66710,13209,12246,1570,16633,2024-12-31,2,116.44,Changed Mind,Approved,116.44
66711,25898,3326,14069,14320,2025-01-29,1,423.87,Defective,Approved,423.87
66712,36669,21624,8178,4484,2025-12-19,1,270.42,Duplicate Order,Approved,270.42
66713,11036,8961,1186,2456,2024-10-21,1,398.15,Defective,Approved,398.15
66714,12247,15948,11420,6029,2024-05-24,2,167.34,Wrong Item Shipped,Approved,167.34
66715,34956,19207,2750,16173,2023-09-03,2,243.78,Changed Mind,Pending,
66716,33056,12270,1161,24066,2026-06-22,1,616.38,Changed Mind,Pending,
66717,18331,6468,29837,18199,2023-09-25,2,984.4,Damaged,Rejected,0.0
66718,29510,8689,10003,20718,2024-11-11,1,230.91,Size/Fit Issue,Approved,230.91
66719,19800,18822,18013,22874,2024-09-05,2,407.18,Defective,Approved,407.18
66720,10439,2069,6389,26025,2025-07-26,2,773.46,Late Delivery,Approved,773.46
66721,34022,12423,15422,26041,2025-03-11,3,436.62,Changed Mind,Approved,436.62
66722,27439,2629,15605,24534,2024-11-14,1,166.84,Duplicate Order,Pending,
66723,10323,12231,8603,9649,2026-08-18,1,541.51,Damaged,Approved,541.51
66724,25684,17020,18239,25303,2025-04-21,1,23.78,Late Delivery,Approved,23.78
66725,28665,6989,19430,3188,2024-01-11,1,632.25,Size/Fit Issue,Approved,632.25
66726,13205,10255,18010,9074,2023-06-16,1,343.35,Damaged,Approved,343.35
66727,34496,13689,10116,4059,2024-08-29,1,360.18,Wrong Item Shipped,Pending,
66728,23559,21674,8371,13168,2023-12-05,1,134.66,Late Delivery,Pending,
66729,37845,18921,7692,20440,2023-07-29,1,114.89,Damaged,Approved,114.89
66730,20040,11343,20033,4181,2024-06-22,5,2872.0,Damaged,Approved,2872.0
66731,14968,23349,25823,9491,2024-03-25,4,2215.28,Defective,Rejected,0.0
66732,27777,23623,5651,22782,2025-10-28,1,250.85,Late Delivery,Approved,250.85
66733,14734,29536,10992,15890,2023-01-24,1,280.34,Changed Mind,Pending,
66734,22259,23848,16959,16453,2024-12-20,3,168.63,Defective,Approved,168.63
66735,34580,20124,20261,7544,2025-12-16,6,2347.2,Duplicate Order,Approved,2347.2
66736,26761,12090,20492,4285,2026-07-02,5,1126.45,Damaged,Approved,1126.45
66737,38762,9936,15697,12321,2025-12-09,1,290.89,Wrong Item Shipped,Approved,290.89
66738,38916,14238,28568,10359,2026-05-15,1,340.11,Late Delivery,Approved,340.11
66739,32300,1479,13202,13864,2023-04-12,1,183.04,Changed Mind,Approved,183.04
66740,31339,14206,22251,5007,2024-04-08,1,43.65,Size/Fit Issue,Approved,43.65
66741,20389,29923,2804,9592,2024-02-26,1,299.74,Damaged,Pending,
66742,33404,16316,9997,5319,2024-04-18,2,1102.96,Damaged,Approved,1102.96
66743,37050,19564,9619,26225,2024-12-31,1,297.87,Changed Mind,Approved,297.87
66744,35641,13932,1032,16770,2025-09-17,3,1050.72,Duplicate Order,Approved,1050.72
66745,18485,5795,5742,24001,2025-09-23,3,811.14,Not as Described,Pending,
66746,28778,21412,3361,27995,2024-02-29,1,10.9,Late Delivery,Approved,10.9
66747,12782,29256,3701,648,2025-07-12,1,573.34,Late Delivery,Approved,573.34
66748,20668,29725,20432,18299,2024-02-24,6,2634.36,Late Delivery,Approved,2634.36
66749,31679,27555,6029,18935,2026-07-13,1,515.39,Defective,Approved,515.39
66750,28853,12558,13528,23211,2025-09-07,3,1776.21,Not as Described,Approved,1776.21
66751,19443,29318,9728,3974,2024-05-25,2,252.86,Wrong Item Shipped,Approved,252.86
66752,11842,19994,6334,20406,2023-07-10,3,795.57,Not as Described,Pending,
66753,23294,17565,14146,25138,2024-10-07,3,1187.64,Not as Described,Approved,1187.64
66754,39380,30384,11051,13653,2025-04-29,2,313.34,Wrong Item Shipped,Approved,313.34
66755,24443,15891,7878,20387,2024-03-29,2,510.98,Defective,Approved,510.98
66756,22178,24076,16305,11508,2024-01-11,1,190.73,Defective,Rejected,0.0
66757,26958,2620,2143,554,2023-09-10,6,1777.8,Changed Mind,Approved,1777.8
66758,20488,22431,2208,26691,2023-10-23,2,522.84,Size/Fit Issue,Approved,522.84
66759,34772,6405,14097,13833,2025-02-14,1,430.44,Late Delivery,Approved,430.44
66760,21305,20522,18390,14439,2026-01-17,3,1003.59,Duplicate Order,Rejected,0.0
66761,20660,17534,9342,25407,2026-05-22,2,672.26,Wrong Item Shipped,Approved,672.26
66762,11866,19454,13641,29323,2025-04-21,6,509.76,Damaged,Pending,
66763,32758,12749,133,7155,2025-11-29,1,440.97,Size/Fit Issue,Pending,
66764,10265,15163,12540,580,2024-10-05,1,215.67,Damaged,Approved,215.67
66765,39797,26973,21963,14035,2024-10-17,2,1134.66,Changed Mind,Approved,1134.66
66766,16129,6183,13951,8023,2023-11-08,1,447.12,Late Delivery,Approved,447.12
66767,39832,10672,17480,20728,2023-03-28,2,313.86,Size/Fit Issue,Approved,313.86
66768,20737,1818,19090,17604,2023-05-04,1,348.04,Defective,Pending,
66769,32165,19396,22094,18446,2025-05-26,2,125.96,Late Delivery,Approved,125.96
66770,16935,26923,15737,28188,2026-02-02,4,918.2,Changed Mind,Approved,918.2
66771,26969,12097,24599,2230,2026-05-16,4,1966.52,Wrong Item Shipped,Pending,
66772,32568,6645,2701,25674,2024-07-31,5,2692.6,Wrong Item Shipped,Approved,2692.6
66773,21944,6729,21751,426,2024-05-08,3,189.36,Changed Mind,Pending,
66774,37491,14935,8123,27479,2024-01-12,1,179.59,Defective,Approved,179.59
66775,37078,8136,8958,12589,2025-05-20,1,486.02,Late Delivery,Rejected,0.0
66776,16634,3839,8041,26985,2023-11-01,2,195.98,Wrong Item Shipped,Approved,195.98
66777,18989,10618,29193,19944,2024-08-20,2,677.74,Size/Fit Issue,Approved,677.74
66778,25827,1387,15690,10802,2024-11-14,1,512.83,Changed Mind,Approved,512.83
66779,26718,12279,2592,29063,2025-03-23,2,215.86,Defective,Approved,215.86
66780,19417,21891,2338,21381,2023-07-22,1,177.0,Wrong Item Shipped,Approved,177.0
66781,15951,30129,5244,2614,2023-11-22,1,59.63,Changed Mind,Approved,59.63
66782,15147,10982,4049,10299,2023-09-25,2,594.62,Defective,Rejected,0.0
66783,16891,5385,9460,10527,2024-01-16,1,231.33,Wrong Item Shipped,Approved,231.33
66784,18334,18454,1465,20960,2023-03-13,2,162.86,Wrong Item Shipped,Approved,162.86
66785,22229,15245,8489,26108,2023-04-14,1,118.78,Duplicate Order,Rejected,0.0
66786,28458,27793,25926,24408,2023-07-20,2,492.64,Defective,Approved,492.64
66787,26276,7094,20221,27391,2024-06-23,1,214.39,Wrong Item Shipped,Approved,214.39
66788,18505,17012,25397,10868,2025-08-09,3,1289.97,Size/Fit Issue,Pending,
66789,21439,16212,25603,24784,2023-11-08,2,562.12,Defective,Approved,562.12
66790,38087,10066,21664,11368,2024-12-28,2,1279.92,Not as Described,Approved,1279.92
66791,30568,3943,3573,5227,2025-06-29,1,228.91,Size/Fit Issue,Approved,228.91
66792,39198,20582,17661,16973,2025-07-02,5,1657.2,Wrong Item Shipped,Pending,
66793,24121,22273,24230,9313,2024-07-06,2,53.04,Changed Mind,Pending,
66794,10812,6881,6774,179,2024-09-23,3,255.78,Late Delivery,Rejected,0.0
66795,32071,2641,26353,18693,2025-08-11,2,126.44,Duplicate Order,Approved,126.44
66796,21436,24287,12295,18075,2024-07-28,1,175.39,Changed Mind,Approved,175.39
66797,39760,14946,19716,7490,2025-02-02,2,44.64,Defective,Pending,
66798,22008,27559,8589,21763,2026-01-17,1,269.27,Damaged,Approved,269.27
66799,25134,9687,27235,27193,2024-05-16,2,197.52,Changed Mind,Approved,197.52
66800,18149,15228,1343,18542,2024-06-06,4,1890.76,Duplicate Order,Approved,1890.76
66801,24150,8294,29988,14302,2025-03-22,3,1702.08,Defective,Approved,1702.08
66802,31521,21407,28184,7523,2025-04-26,4,467.56,Damaged,Approved,467.56
66803,29945,22967,29534,12909,2023-07-21,1,245.85,Size/Fit Issue,Approved,245.85
66804,33419,20852,20152,29159,2026-07-05,2,514.3,Wrong Item Shipped,Pending,
66805,39891,22924,28811,26318,2023-11-16,1,179.65,Late Delivery,Approved,179.65
66806,39002,1953,2582,24908,2025-12-19,2,794.58,Damaged,Approved,794.58
66807,31004,12921,18085,3553,2023-12-31,6,544.32,Changed Mind,Approved,544.32
66808,23104,21800,10775,9004,2025-08-07,1,237.01,Late Delivery,Pending,
66809,37874,27519,12811,8209,2024-03-23,4,478.84,Wrong Item Shipped,Approved,478.84
66810,35736,16866,5654,17406,2023-09-24,4,36.48,Changed Mind,Approved,36.48
66811,27125,17269,7830,3150,2023-02-08,4,1665.96,Defective,Approved,1665.96
66812,10272,19344,12025,14862,2024-01-17,3,762.51,Changed Mind,Approved,762.51
66813,30574,25989,1539,8338,2026-06-06,2,709.0,Damaged,Approved,709.0
66814,26374,8811,21553,608,2026-08-18,5,948.55,Not as Described,Approved,948.55
66815,31541,11474,15589,24778,2023-12-28,2,230.88,Late Delivery,Approved,230.88
66816,18662,2885,20355,3904,2026-07-29,3,899.52,Damaged,Approved,899.52
66817,32246,1201,13998,10125,2026-05-14,1,341.47,Changed Mind,Approved,341.47
66818,25369,20529,5867,2498,2025-02-24,1,128.64,Defective,Approved,128.64
66819,11433,25743,10549,24373,2024-10-28,1,98.34,Late Delivery,Approved,98.34
66820,21720,1637,12952,11667,2024-02-07,1,14.02,Not as Described,Approved,14.02
66821,33793,28171,10953,18768,2025-05-04,1,117.27,Defective,Approved,117.27
66822,20491,28986,8318,5344,2025-08-22,1,441.13,Late Delivery,Approved,441.13
66823,26015,27396,2167,155,2024-10-21,1,433.84,Wrong Item Shipped,Approved,433.84
66824,10978,10961,4788,88,2026-08-03,2,65.76,Defective,Approved,65.76
66825,23745,3885,20963,6787,2024-03-02,6,3272.94,Size/Fit Issue,Approved,3272.94
66826,34030,13994,16176,22559,2025-02-26,3,1546.23,Damaged,Approved,1546.23
66827,21935,10654,27753,25486,2023-02-18,1,455.63,Wrong Item Shipped,Rejected,0.0
66828,32665,12596,13478,9841,2025-07-07,4,343.44,Not as Described,Approved,343.44
66829,32023,23751,20343,3471,2024-04-01,1,506.77,Not as Described,Approved,506.77
66830,36694,5744,20490,22210,2023-08-08,1,109.13,Duplicate Order,Rejected,0.0
66831,30866,25297,24920,14687,2023-07-20,1,525.95,Size/Fit Issue,Approved,525.95
66832,17755,4259,19466,4410,2024-09-15,2,359.2,Late Delivery,Rejected,0.0
66833,19776,16732,4336,22149,2026-05-22,1,186.54,Size/Fit Issue,Approved,186.54
66834,30756,25698,2947,20215,2023-10-09,3,1053.27,Size/Fit Issue,Approved,1053.27
66835,14960,14178,27030,10391,2024-07-28,5,626.2,Late Delivery,Approved,626.2
66836,35805,27919,17127,5401,2023-01-31,5,964.85,Late Delivery,Approved,964.85
66837,14520,2653,8106,13694,2024-09-06,5,2678.1,Defective,Rejected,0.0
66838,31636,18402,28838,24451,2024-03-05,1,537.23,Size/Fit Issue,Approved,537.23
66839,22039,4645,19088,6360,2025-02-24,2,423.98,Defective,Approved,423.98
66840,20872,21279,20083,29734,2023-04-25,2,774.54,Not as Described,Pending,
66841,28828,5250,11832,16759,2025-12-18,4,363.96,Not as Described,Approved,363.96
66842,34572,11764,3725,15954,2026-07-31,1,277.58,Defective,Approved,277.58
66843,14264,22378,16303,22218,2023-03-06,5,2442.55,Not as Described,Approved,2442.55
66844,34617,10849,488,9513,2024-08-16,1,151.77,Defective,Approved,151.77
66845,22959,944,22061,16145,2024-10-19,5,3052.7,Duplicate Order,Approved,3052.7
66846,14783,22255,1644,23168,2024-02-05,4,1492.36,Defective,Approved,1492.36
66847,24453,26300,13884,4633,2025-12-09,1,293.51,Size/Fit Issue,Approved,293.51
66848,13048,1121,11767,11761,2023-10-21,1,13.29,Damaged,Approved,13.29
66849,11754,29945,23412,19531,2024-03-17,2,1319.64,Duplicate Order,Rejected,0.0
66850,19001,24871,13698,26050,2023-03-02,3,928.68,Size/Fit Issue,Pending,
66851,11995,2932,24501,24980,2026-03-03,3,332.61,Not as Described,Approved,332.61
66852,15659,6769,29510,18836,2025-03-04,1,595.49,Duplicate Order,Approved,595.49
66853,34360,11940,25468,26875,2025-03-30,1,79.95,Defective,Approved,79.95
66854,27922,27988,15596,4220,2025-10-06,1,370.33,Wrong Item Shipped,Approved,370.33
66855,36248,27176,18783,2666,2023-05-09,3,1827.27,Late Delivery,Approved,1827.27
66856,24559,29299,8983,11229,2023-07-01,1,144.69,Changed Mind,Pending,
66857,10756,10748,25242,14594,2023-08-01,2,106.72,Changed Mind,Approved,106.72
66858,23342,25991,26753,28987,2023-01-08,1,466.91,Changed Mind,Approved,466.91
66859,18879,9752,12292,7944,2024-09-05,3,499.8,Late Delivery,Approved,499.8
66860,39438,22921,2313,8322,2023-05-21,2,921.64,Duplicate Order,Approved,921.64
66861,21037,22371,1797,25083,2024-05-17,3,1403.52,Not as Described,Approved,1403.52
66862,25328,11924,22446,11080,2024-02-07,3,307.17,Defective,Pending,
66863,16673,9487,815,27235,2025-03-06,2,658.48,Defective,Approved,658.48
66864,12011,26473,6228,19894,2024-09-27,1,224.33,Defective,Rejected,0.0
66865,14986,23518,28703,25466,2024-04-09,1,543.18,Wrong Item Shipped,Approved,543.18
66866,19649,24244,9277,29950,2026-06-09,1,105.6,Damaged,Approved,105.6
66867,26334,14226,23017,14330,2023-04-01,1,279.51,Changed Mind,Approved,279.51
66868,27455,16633,2042,7115,2024-02-08,3,779.82,Defective,Approved,779.82
66869,25386,22529,21928,9262,2026-08-18,1,269.81,Late Delivery,Approved,269.81
66870,15164,18652,22490,27103,2024-07-11,2,711.94,Duplicate Order,Approved,711.94
66871,32393,1595,27924,2413,2024-12-23,4,685.0,Late Delivery,Approved,685.0
66872,18915,1816,25479,13492,2025-08-03,1,265.47,Duplicate Order,Approved,265.47
66873,21965,2704,12294,1931,2023-12-27,1,237.53,Wrong Item Shipped,Pending,
66874,29320,17072,7951,4873,2024-09-01,1,279.03,Late Delivery,Rejected,0.0
66875,11715,2181,5577,1535,2025-05-04,3,2012.43,Changed Mind,Rejected,0.0
66876,25649,22136,11414,10982,2023-12-21,1,238.25,Changed Mind,Approved,238.25
66877,21038,25327,22131,16284,2025-07-29,3,1387.53,Size/Fit Issue,Rejected,0.0
66878,34844,22055,18035,29076,2025-12-02,1,175.94,Late Delivery,Approved,175.94
66879,16905,15911,27372,1733,2024-07-17,1,391.16,Wrong Item Shipped,Approved,391.16
66880,30342,6567,29520,12897,2025-11-11,4,1402.0,Defective,Approved,1402.0
66881,12215,11960,26109,27585,2023-02-06,4,914.12,Wrong Item Shipped,Approved,914.12
66882,12321,7563,20974,25321,2024-02-17,2,206.5,Not as Described,Approved,206.5
66883,12224,17896,16713,19744,2024-04-18,1,55.53,Defective,Approved,55.53
66884,12588,1781,12357,15095,2025-09-19,2,460.52,Wrong Item Shipped,Approved,460.52
66885,20252,12829,9604,135,2023-11-11,1,632.77,Wrong Item Shipped,Pending,
66886,39961,20791,2051,18056,2024-09-24,3,877.68,Late Delivery,Approved,877.68
66887,16373,16592,8174,10027,2025-08-04,5,2308.35,Damaged,Approved,2308.35
66888,24904,10896,23640,16746,2023-04-09,1,145.26,Defective,Approved,145.26
66889,24357,25610,20313,25820,2026-03-25,3,1199.16,Duplicate Order,Approved,1199.16
66890,31424,8093,26506,25336,2024-06-25,1,135.88,Wrong Item Shipped,Approved,135.88
66891,35756,2625,547,9169,2025-12-07,6,2994.18,Defective,Approved,2994.18
66892,12997,10244,21372,22478,2023-09-14,1,44.41,Defective,Approved,44.41
66893,22221,13837,21003,14454,2023-10-12,1,467.14,Late Delivery,Approved,467.14
66894,38459,28026,15399,7255,2024-05-20,4,2697.88,Not as Described,Approved,2697.88
66895,26288,13163,3590,19020,2023-03-25,5,2110.75,Changed Mind,Approved,2110.75
66896,29471,1195,20434,6806,2024-03-25,4,1550.48,Duplicate Order,Approved,1550.48
66897,23770,26902,7488,14451,2024-06-29,2,1179.08,Changed Mind,Approved,1179.08
66898,30396,24045,17606,27862,2024-09-06,3,760.44,Damaged,Pending,
66899,13807,8192,7635,19328,2024-02-04,1,204.1,Not as Described,Approved,204.1
66900,19434,5773,7272,19851,2023-02-25,1,180.03,Late Delivery,Approved,180.03
66901,23549,1826,22795,24682,2025-08-08,6,3047.22,Duplicate Order,Approved,3047.22
66902,17097,30191,14467,27937,2025-05-03,5,2115.1,Wrong Item Shipped,Approved,2115.1
66903,16109,2392,9274,22635,2024-05-11,1,308.97,Changed Mind,Pending,
66904,26916,12894,24067,13457,2025-06-17,4,788.84,Damaged,Pending,
66905,35545,8035,20707,15901,2024-03-07,1,211.59,Damaged,Pending,
66906,16070,2783,10158,21250,2023-04-29,1,61.17,Late Delivery,Approved,61.17
66907,14108,25231,25089,14904,2023-02-14,6,3439.02,Wrong Item Shipped,Pending,
66908,32119,22255,17933,7132,2023-09-30,1,514.45,Not as Described,Rejected,0.0
66909,24623,25295,11531,8186,2025-04-14,1,574.0,Late Delivery,Approved,574.0
66910,21755,14751,22197,6998,2024-06-16,6,2520.42,Duplicate Order,Approved,2520.42
66911,34669,27590,5424,2308,2026-05-09,2,415.34,Wrong Item Shipped,Approved,415.34
66912,37117,27948,18472,4802,2023-04-13,5,2656.0,Changed Mind,Approved,2656.0
66913,38557,26424,11984,5369,2023-07-15,4,1968.8,Not as Described,Approved,1968.8
66914,31783,4381,9888,20155,2025-09-13,1,495.07,Wrong Item Shipped,Pending,
66915,18458,1867,7107,9647,2023-09-23,6,628.08,Not as Described,Approved,628.08
66916,22342,5644,2264,24127,2025-02-27,1,249.41,Damaged,Approved,249.41
66917,38288,27192,7893,11066,2023-04-11,1,747.89,Defective,Approved,747.89
66918,32058,21456,9282,24592,2026-07-02,1,610.57,Defective,Approved,610.57
66919,20947,3769,887,11290,2026-05-25,1,414.74,Late Delivery,Approved,414.74
66920,16031,16828,9639,26004,2024-01-14,1,336.67,Not as Described,Approved,336.67
66921,31944,883,27228,15838,2023-03-13,1,286.52,Damaged,Approved,286.52
66922,17766,15716,27063,27403,2024-12-12,2,1301.98,Damaged,Approved,1301.98
66923,30194,15714,5618,13980,2025-04-16,1,575.23,Duplicate Order,Approved,575.23
66924,29723,30217,10006,27876,2023-06-06,2,854.26,Late Delivery,Approved,854.26
66925,25309,18146,20073,4493,2024-08-14,1,22.48,Duplicate Order,Approved,22.48
66926,37490,21211,29672,11950,2023-02-08,1,178.82,Duplicate Order,Rejected,0.0
66927,23255,23110,10441,11970,2026-03-20,2,1300.74,Late Delivery,Approved,1300.74
66928,36555,9709,7376,18510,2023-02-13,4,395.92,Size/Fit Issue,Approved,395.92
66929,32884,12466,21144,17876,2023-08-03,1,309.19,Duplicate Order,Approved,309.19
66930,22348,8961,23875,12589,2024-03-05,1,215.5,Duplicate Order,Approved,215.5
66931,15324,10792,7278,29334,2026-07-01,6,1299.48,Changed Mind,Approved,1299.48
66932,31884,28489,1314,21810,2024-12-29,1,135.11,Late Delivery,Pending,
66933,26264,915,11293,18307,2023-04-19,5,431.45,Wrong Item Shipped,Approved,431.45
66934,22386,16982,22076,137,2026-06-01,4,452.4,Defective,Pending,
66935,20443,16846,14629,21687,2025-08-05,5,1370.35,Damaged,Approved,1370.35
66936,37980,7351,17320,19564,2023-10-29,2,884.14,Not as Described,Approved,884.14
66937,12741,19628,2687,1156,2024-02-12,1,511.73,Defective,Approved,511.73
66938,35828,13998,14420,1854,2024-09-12,2,457.46,Duplicate Order,Approved,457.46
66939,18254,2205,27216,5885,2026-04-19,1,259.07,Size/Fit Issue,Approved,259.07
66940,24874,8126,29961,23372,2026-04-30,5,2543.55,Wrong Item Shipped,Pending,
66941,29435,6319,6650,4246,2026-02-26,1,615.68,Changed Mind,Approved,615.68
66942,15724,4618,11533,12874,2025-01-25,4,76.6,Damaged,Approved,76.6
66943,11309,26987,12794,12193,2026-08-18,1,527.54,Duplicate Order,Approved,527.54
66944,20501,2233,27174,21205,2024-10-13,2,984.56,Damaged,Approved,984.56
66945,20593,15428,20351,22945,2025-12-15,1,480.83,Wrong Item Shipped,Approved,480.83
66946,21452,4534,17529,7986,2023-06-11,1,36.38,Wrong Item Shipped,Approved,36.38
66947,28349,22127,22836,6089,2023-11-14,2,936.68,Wrong Item Shipped,Approved,936.68
66948,31766,20760,28070,3393,2024-12-10,1,158.55,Duplicate Order,Approved,158.55
66949,28747,22221,15340,21732,2024-01-05,2,287.18,Late Delivery,Approved,287.18
66950,31640,24267,20087,23455,2023-01-09,1,131.63,Changed Mind,Approved,131.63
66951,25801,3770,9931,28495,2023-03-19,3,810.78,Not as Described,Approved,810.78
66952,24812,4853,10723,17240,2023-06-14,2,132.26,Duplicate Order,Approved,132.26
66953,14112,17955,6153,8214,2023-12-06,1,259.31,Size/Fit Issue,Approved,259.31
66954,21545,18572,7642,4005,2026-04-13,2,16.64,Wrong Item Shipped,Approved,16.64
66955,12183,7580,24575,18279,2026-07-30,3,978.9,Defective,Approved,978.9
66956,26859,29607,9010,17886,2024-05-31,3,464.16,Late Delivery,Approved,464.16
66957,21389,19251,27911,10062,2023-04-09,1,535.95,Not as Described,Approved,535.95
66958,11630,4916,2301,3251,2025-04-10,3,1421.34,Damaged,Pending,
66959,39741,10927,14708,24876,2026-02-28,4,335.24,Not as Described,Pending,
66960,36431,3366,21391,1472,2024-01-07,3,1698.51,Size/Fit Issue,Rejected,0.0
66961,21788,30168,20495,3024,2026-06-14,4,1360.12,Size/Fit Issue,Approved,1360.12
66962,20199,3918,9094,28273,2026-04-05,3,826.05,Late Delivery,Approved,826.05
66963,27902,14862,19748,22113,2023-03-14,1,29.47,Wrong Item Shipped,Approved,29.47
66964,14309,27529,26323,18257,2025-01-28,2,173.08,Damaged,Approved,173.08
66965,17360,15328,4899,18998,2025-05-25,6,2965.98,Defective,Approved,2965.98
66966,38167,5218,26293,7945,2025-04-04,2,1277.74,Size/Fit Issue,Approved,1277.74
66967,12853,2103,13438,10647,2024-07-21,2,71.56,Changed Mind,Approved,71.56
66968,34518,8560,16818,4556,2025-05-13,6,1872.36,Not as Described,Rejected,0.0
66969,18655,11636,1946,9111,2026-05-09,1,80.42,Duplicate Order,Approved,80.42
66970,20926,19624,26356,5720,2023-12-06,1,157.58,Duplicate Order,Approved,157.58
66971,21116,15031,18662,12992,2025-09-28,2,956.22,Wrong Item Shipped,Approved,956.22
66972,23548,12091,24220,360,2023-09-10,2,333.46,Defective,Approved,333.46
66973,18993,28761,28064,9193,2025-09-10,1,446.36,Not as Described,Approved,446.36
66974,21442,17724,21312,9268,2025-07-12,6,329.16,Late Delivery,Approved,329.16
66975,35334,5109,10692,3841,2025-04-10,2,860.48,Duplicate Order,Approved,860.48
66976,10827,8128,15112,7703,2023-08-02,2,648.76,Damaged,Approved,648.76
66977,21384,25771,5131,13706,2024-06-26,1,653.05,Late Delivery,Approved,653.05
66978,33656,15767,22307,12333,2023-07-11,2,151.52,Wrong Item Shipped,Approved,151.52
66979,12522,14421,13385,28670,2024-03-19,5,1459.8,Wrong Item Shipped,Approved,1459.8
66980,28711,22068,1476,10872,2024-08-19,1,47.43,Not as Described,Approved,47.43
66981,14903,22247,8091,19668,2026-02-20,1,325.25,Late Delivery,Approved,325.25
66982,32088,5174,22050,13526,2023-04-17,5,1039.95,Wrong Item Shipped,Rejected,0.0
66983,20089,25791,22669,9804,2026-01-23,3,863.58,Size/Fit Issue,Approved,863.58
66984,35003,27742,20504,20943,2025-08-22,4,603.84,Size/Fit Issue,Rejected,0.0
66985,32302,18995,2846,6007,2025-08-28,1,713.56,Defective,Pending,
66986,18025,13448,17775,6282,2023-02-17,2,805.96,Not as Described,Pending,
66987,28634,11158,24270,7653,2025-03-18,1,230.19,Changed Mind,Approved,230.19
66988,35583,14242,9040,14757,2025-03-20,1,216.4,Size/Fit Issue,Approved,216.4
66989,31020,5572,8181,5566,2026-01-23,5,318.7,Not as Described,Rejected,0.0
66990,26723,20045,26064,7829,2025-05-05,1,239.46,Late Delivery,Pending,
66991,16531,26355,29913,14402,2023-08-07,1,104.94,Damaged,Approved,104.94
66992,37448,14403,11172,8533,2025-11-22,3,1264.35,Duplicate Order,Approved,1264.35
66993,38733,18421,302,5407,2025-03-17,3,1298.01,Damaged,Approved,1298.01
66994,11869,9868,5082,985,2024-07-01,1,135.32,Changed Mind,Pending,
66995,39546,21750,9493,24817,2025-06-22,4,2375.52,Duplicate Order,Approved,2375.52
66996,28461,16956,26540,15043,2024-09-11,4,1858.28,Late Delivery,Pending,
66997,30107,11020,14426,28143,2024-04-05,1,78.15,Size/Fit Issue,Approved,78.15
66998,20966,26475,15193,447,2025-09-17,4,981.84,Duplicate Order,Approved,981.84
66999,30474,6930,11758,7546,2023-01-26,3,915.93,Size/Fit Issue,Approved,915.93
67000,31280,29587,15441,17774,2023-02-23,2,379.68,Size/Fit Issue,Pending,
67001,27566,19240,19956,21238,2023-03-14,1,193.32,Not as Described,Approved,193.32
67002,26136,16319,30098,22862,2024-04-30,1,491.58,Size/Fit Issue,Approved,491.58
67003,35369,15283,5094,21025,2023-07-23,1,161.95,Damaged,Approved,161.95
67004,32931,30377,19444,20671,2024-05-21,2,168.8,Size/Fit Issue,Approved,168.8
67005,27776,8053,13361,752,2026-02-24,3,211.68,Not as Described,Rejected,0.0
67006,17208,15113,22085,20354,2024-10-16,1,222.1,Late Delivery,Approved,222.1
67007,38386,14946,20249,29402,2025-09-05,2,299.92,Changed Mind,Approved,299.92
67008,38842,23448,28011,4266,2026-07-21,1,490.45,Wrong Item Shipped,Rejected,0.0
67009,18073,19243,23953,1924,2025-02-03,3,733.14,Not as Described,Approved,733.14
67010,11990,20196,23820,29330,2026-06-27,3,1094.31,Late Delivery,Pending,
