inventory_id,product_id,store_id,warehouse_id,snapshot_date,stock_quantity,reserved_quantity,available_quantity,reorder_level,inventory_status
100805,883,,92.0,2026-07-19,337,68,269,93.0,In Stock
106059,13016,6316.0,,2026-03-25,209,41,168,93.0,In Stock
117761,25795,29756.0,,2026-04-28,442,56,386,51.0,In Stock
104252,14930,19721.0,,2026-06-06,127,57,70,68.0,In Stock
95281,2267,18092.0,,2026-03-25,450,13,437,85.0,Overstock
96099,7437,,120.0,2026-05-07,227,22,205,29.0,In Stock
100332,28838,,176.0,2026-04-30,197,97,100,75.0,In Stock
92557,15037,25738.0,,2026-02-11,359,81,278,21.0,In Stock
113778,6455,19997.0,,2026-07-18,453,24,429,10.0,Overstock
101800,26050,3032.0,,2026-08-08,311,21,290,82.0,In Stock
97090,24751,,17.0,2027-01-01,441,77,364,39.0,In Stock
117740,23658,7608.0,,2026-04-25,455,51,404,78.0,Overstock
117702,8356,19674.0,,2026-05-01,410,93,317,26.0,N/A
93345,6264,15882.0,,2026-02-20,112,74,38,78.0,Low Stock
116001,23376,20005.0,,2026-03-10,360,51,309,48.0,In Stock
91514,24027,29489.0,,2026-04-13,228,64,164,39.0,in stock
90182,24040,8851.0,,2026-03-20,40,19,21,91.0,Low Stock
108885,12795,18202.0,,2026-05-17,128,56,72,56.0,In Stock
109385,2319,27774.0,,2026-03-02,276,96,180,73.0,In Stock
108193,7233,688.0,,2026-01-17,75,17,58,72.0,Low Stock
91854,17056,21757.0,,2026-05-11,58,7,51,58.0,Low Stock
103022,28972,54.0,,2026-02-15,375,32,343,32.0,In Stock
118315,14834,24386.0,,2026-06-01,12,3,9,81.0,Low Stock
119278,16431,14557.0,,2026-02-25,60,42,18,100.0,Low Stock
113035,15930,20042.0,,2026-07-14,223,255,196,90.0,In Stock
91251,21763,11715.0,,2026-04-29,395,59,336,78.0,In Stock
118871,14715,19688.0,,2026-06-19,50,45,5,12.0,Low Stock
108427,12161,9050.0,,2026-04-22,444,26,418,24.0,Overstock
114569,26483,4826.0,,2026-04-19,421,53,368,,In Stock
98819,29763,13361.0,,2026-07-04,302,37,265,32.0,In Stock
100070,25225,11163.0,,2026-01-28,345,78,267,10.0,In Stock
93967,24106,2564.0,,2026-01-22,386,32,354,96.0,In Stock
97981,9627,9048.0,,2026-07-30,59,4,55,74.0,Low Stock
115835,5309,15851.0,,2026-03-07,38,22,16,41.0,Low Stock
100119,18593,29676.0,,2026-03-16,121,80,41,88.0,Low Stock
97142,12010,5225.0,,2026-08-11,97,32,65,27.0,In Stock
94984,11279,20551.0,,2026-05-03,386,28,358,31.0,In Stock
108858,7013,3827.0,,2026-01-14,83,3,80,45.0,In Stock
101947,22299,,34.0,2026-04-15,406,11,395,45.0,In Stock
98082,2517,,89.0,2026-03-05,222,255,177,14.0,In Stock
114993,5140,17454.0,,2026-02-06,201,95,106,50.0,In Stock
117585,19352,,69.0,2026-03-20,434,29,405,70.0,Overstock
95235,26813,3329.0,,2026-02-21,11,1,10,69.0,Low Stock
93657,29575,,192.0,2026-02-02,428,88,340,93.0,N/A
100659,26131,5403.0,,2026-04-17,183,24,159,94.0,In Stock
104242,20398,4505.0,,2026-05-22,389,44,345,81.0,In Stock
109512,8057,,193.0,2026-07-09,343,84,259,23.0,In Stock
105424,12383,,31.0,2026-05-13,169,88,81,84.0,Low Stock
109840,494,,162.0,2026-03-31,70,49,21,15.0,In Stock
90678,29245,17416.0,,2026-03-30,205,12,193,68.0,In Stock
98986,12790,25061.0,,2026-08-14,220,72,148,62.0,In Stock
95092,5579,22703.0,,2026-04-28,361,84,277,15.0,In Stock
96497,14595,2335.0,,2026-03-08,480,17,463,14.0,unknown
114330,17481,25942.0,,2026-04-20,237,26,211,92.0,In Stock
110283,6893,22224.0,,2026-08-15,179,30,149,17.0,In Stock
113966,13292,15719.0,,2026-04-20,1,0,1,96.0,Low Stock
119738,24143,26109.0,,2026-03-13,451,84,367,14.0,In Stock
114039,4307,18620.0,,2026-04-03,176,50,126,18.0,In Stock
110570,696,8626.0,,2026-05-06,21,10,11,,Low Stock
97015,8145,4185.0,,2026-06-16,135,77,58,64.0,Low Stock
94931,178,15587.0,,2026-08-02,490,16,474,57.0,Overstock
102822,15301,22152.0,,2026-01-13,339,28,311,46.0,N/A
105918,13849,19982.0,,2026-04-15,444,33,411,48.0,Overstock
111151,835,24123.0,,2026-01-02,92,47,45,81.0,Low Stock
107079,12173,29370.0,,2026-01-04,380,78,302,19.0,In Stock
98565,20362,29664.0,,2026-07-19,6,1,5,36.0,Low Stock
90249,1736,16513.0,,2026-07-18,20,5,15,55.0,N/A
98963,25481,,3.0,2026-04-22,139,52,87,97.0,Low Stock
115271,24116,,48.0,2026-03-13,262,38,224,40.0,In Stock
113895,24341,,197.0,2026-06-19,433,7,426,87.0,Overstock
119663,22258,24370.0,,2026-01-16,81,5,76,80.0,Low Stock
94000,26825,17814.0,,2026-01-15,455,6,449,57.0,Overstock
113584,20391,6116.0,,2026-05-05,193,12,181,66.0,In Stock
107239,12233,,150.0,2027-01-01,317,80,237,21.0,In Stock
114433,4944,,52.0,2026-08-04,57,38,19,72.0,Low Stock
117074,25982,,114.0,2026-05-25,390,24,366,58.0,In Stock
94981,18321,,198.0,2026-06-11,27,18,9,35.0,Low Stock
111430,27352,28743.0,,2026-05-04,449,24,425,94.0,Overstock
108928,15904,6955.0,,2026-05-30,350,4,346,70.0,In Stock
92242,16139,10441.0,,2026-06-18,458,42,416,82.0,Overstock
94311,3626,105.0,,2026-08-08,66,64,2,37.0,Low Stock
105555,19270,23880.0,,2026-01-13,336,38,298,16.0,In Stock
92590,21801,2137.0,,2026-03-20,187,21,166,31.0,In Stock
106659,11697,,144.0,2026-03-16,398,9,389,65.0,In Stock
118189,27578,8167.0,,2026-04-03,340,5,391,39.0,In Stock
118964,14635,10973.0,,2026-04-23,226,62,164,80.0,In Stock
95147,6651,,36.0,2026-07-14,52,29,23,86.0,Low Stock
115059,23286,2837.0,,2026-02-28,50,33,17,67.0,Low Stock
108336,6201,11559.0,,2026-06-12,149,64,85,10.0,In Stock
96299,20300,,197.0,2026-02-19,15,51,12,54.0,Low Stock
117259,13002,6055.0,,2026-01-29,354,24,330,47.0,In Stock
107444,27947,923.0,,2026-03-22,463,33,430,25.0,unknown
114841,1783,12941.0,,2026-02-18,364,82,282,95.0,In Stock
102961,17079,13368.0,,2026-05-20,125,79,46,37.0,In Stock
116755,16368,17638.0,,2026-03-15,355,12,343,79.0,In Stock
111419,3695,27651.0,,2026-07-10,173,69,104,91.0,In Stock
105984,19339,8809.0,,2026-07-21,191,60,131,38.0,In Stock
119959,17859,25335.0,,2026-06-20,156,53,103,83.0,In Stock
102768,2031,16537.0,,2026-07-30,477,65,412,92.0,Overstock
102910,25108,10342.0,,2026-01-02,324,7,317,,In Stock
115890,10356,16893.0,,2026-06-12,195,50,145,69.0,In Stock
105080,14372,21469.0,,2026-08-04,171,19,152,12.0,In Stock
102422,4041,18394.0,,2026-07-21,0,0,0,83.0,Out of Stock
105400,27909,21135.0,,2026-01-18,347,11,336,60.0,In Stock
119749,6518,5603.0,,2026-02-05,426,86,340,51.0,In Stock
114448,16054,6806.0,,2026-05-22,112,43,69,33.0,In Stock
105017,19287,28605.0,,2026-02-07,173,15,158,62.0,In Stock
99232,11358,9129.0,,2026-05-09,242,44,198,93.0,In Stock
101090,29444,12616.0,,2026-02-21,395,93,302,24.0,In Stock
95567,9706,27778.0,,2026-04-21,475,76,399,66.0,In Stock
103828,5505,21969.0,,2026-05-19,350,98,252,93.0,In Stock
104732,29143,,108.0,2026-08-03,90,79,11,58.0,Low Stock
114374,9299,26733.0,,2026-05-14,387,37,350,37.0,In Stock
110988,26552,,79.0,2026-05-31,8,0,8,18.0,Low Stock
108994,25833,,178.0,2026-06-16,472,84,388,66.0,In Stock
106630,18677,23728.0,,2026-08-02,312,64,248,,unknown
114573,25297,2894.0,,2026-08-09,262,92,170,77.0,In Stock
100121,23612,999999.0,39.0,2026-06-09,-10,23,357,53.0,In Stock
99865,29944,24815.0,,2026-03-26,494,31,463,22.0,Overstock
100288,22178,,8.0,2026-08-06,432,55,377,77.0,In Stock
93858,13019,14376.0,,2026-07-14,266,32,234,29.0,In Stock
117089,16611,25597.0,,2026-03-12,38,23,15,94.0,Low Stock
105583,2335,6380.0,,2026-02-09,257,66,191,67.0,In Stock
110304,25550,12312.0,,2026-07-24,218,82,136,23.0,In Stock
93478,8037,,156.0,2026-02-06,470,89,381,14.0,In Stock
91011,8771,,141.0,2026-04-18,262,82,180,63.0,In Stock
110779,7679,20915.0,,2026-03-20,135,83,52,61.0,Low Stock
95364,7927,15842.0,,2026-02-20,304,94,210,35.0,In Stock
112681,999999,,186.0,2026-08-02,416,75,341,30.0,N/A
104814,21962,13086.0,,2026-03-27,476,9,467,76.0,Overstock
101753,3924,10436.0,,2026-06-15,386,32,354,73.0,In Stock
98569,28387,,88.0,2026-01-09,155,90,65,49.0,In Stock
96312,9990,18281.0,,2026-04-18,150,98,52,85.0,Low Stock
112185,1627,10471.0,,2026-02-04,430,13,417,56.0,Overstock
117588,15549,13529.0,,2026-06-20,28,20,8,25.0,Low Stock
114543,10158,20721.0,,2026-05-13,61,21,40,38.0,In Stock
111723,22257,4343.0,,2026-01-21,240,43,197,25.0,In Stock
90935,5991,26792.0,,2026-02-01,36,2,34,76.0,Low Stock
106425,11971,28953.0,,2026-07-11,296,82,214,92.0,In Stock
113241,11463,,30.0,2026-05-12,263,79,184,92.0,In Stock
108542,29077,22727.0,,2026-08-03,483,63,420,14.0,Overstock
118262,10744,,26.0,2026-05-17,414,62,352,19.0,In Stock
97198,3321,5522.0,,2026-04-11,361,99,262,73.0,In Stock
112137,23509,28938.0,,2026-03-22,477,51,426,64.0,Overstock
111745,6302,,26.0,2026-06-10,445,77,368,64.0,In Stock
91344,15478,28998.0,,2026-01-17,300,88,212,100.0,In Stock
111714,25200,,107.0,2026-05-18,485,54,431,95.0,Overstock
98552,2336,17278.0,,2026-05-10,62,60,2,59.0,Low Stock
115340,23172,4118.0,,2026-01-23,466,82,384,66.0,In Stock
104875,14473,15161.0,,2026-06-22,50,8,42,93.0,Low Stock
117806,4987,20398.0,,2026-05-20,115,13,102,10.0,In Stock
119868,27033,19448.0,,2026-06-13,173,10,163,29.0,In Stock
119117,12859,2578.0,,2026-07-10,237,94,143,55.0,In Stock
91149,13431,20347.0,,2026-08-07,70,58,12,52.0,Low Stock
92955,13868,,124.0,2026-06-10,128,54,74,30.0,In Stock
100244,28118,15952.0,,2026-06-08,285,85,200,66.0,In Stock
102476,28666,8247.0,,2026-06-12,194,53,168,61.0,In Stock
100247,11469,11612.0,,2026-03-30,140,51,89,62.0,In Stock
101209,15250,23334.0,,2026-06-28,166,57,109,63.0,In Stock
118095,20093,17926.0,,2026-04-07,7,6,1,35.0,Low Stock
90471,28675,,67.0,2026-06-06,116,39,77,33.0,In Stock
104361,27704,19850.0,,2026-08-15,306,99,207,93.0,In Stock
116359,2985,28445.0,,2026-07-24,358,41,317,65.0,In Stock
115342,27125,28119.0,,2026-03-05,65,22,43,69.0,Low Stock
112190,15849,24623.0,,2026-02-23,29,21,8,100.0,Low Stock
119086,21728,7354.0,,2026-06-05,370,78,390,41.0,In Stock
108500,28763,5596.0,,2026-02-14,386,49,337,53.0,In Stock
119172,6116,22282.0,,2026-02-12,496,88,408,98.0,Overstock
102360,26087,10556.0,,2026-05-10,431,89,342,57.0,In Stock
96007,22646,,86.0,2026-08-09,282,11,271,62.0,In Stock
103708,11469,24009.0,,2026-01-22,152,56,96,72.0,In Stock
118690,29256,27618.0,,2026-03-21,354,400,264,54.0,In Stock
113565,22817,9541.0,,2026-06-03,154,84,70,18.0,In Stock
109475,13717,16385.0,,2026-01-25,344,70,274,58.0,In Stock
119656,18289,17849.0,,2026-07-11,176,96,80,67.0,In Stock
114274,26029,7796.0,,2026-05-28,193,42,151,29.0,In Stock
118527,19785,,166.0,2026-06-24,158,0,158,80.0,In Stock
119485,14712,10574.0,,2026-03-16,162,77,85,19.0,In Stock
107039,1881,8085.0,,2026-02-20,90,85,5,63.0,Low Stock
99361,5104,2387.0,,2026-01-11,479,49,430,70.0,Overstock
98587,725,27068.0,,2026-03-18,448,58,390,96.0,In Stock
118574,21988,29506.0,,2026-05-24,498,16,482,46.0,Overstock
113275,4571,999999.0,,2026-07-24,141,79,62,58.0,In Stock
101801,29268,17758.0,,2026-07-15,396,95,301,,In Stock
107548,11076,13287.0,,2026-06-09,480,25,455,21.0,Overstock
108789,8110,,121.0,2026-07-30,132,42,90,53.0,In Stock
118505,27145,,20.0,2026-03-09,113,25,88,25.0,In Stock
110487,20110,20216.0,,2026-05-10,151,38,113,78.0,In Stock
118054,931,24375.0,,2026-02-14,379,45,334,76.0,In Stock
105802,10905,20508.0,,2026-03-25,224,71,153,31.0,In Stock
99546,20077,18941.0,,2026-02-23,204,57,147,16.0,In Stock
90177,29275,29610.0,,2026-07-11,317,90,227,15.0,In Stock
116781,13852,9486.0,,2026-01-03,297,85,212,11.0,In Stock
101504,7479,,85.0,2026-05-13,428,99,329,67.0,In Stock
97276,9639,13340.0,,2026-08-08,375,62,313,68.0,In Stock
103685,21769,21815.0,,2026-01-26,362,52,310,22.0,In Stock
91624,15647,25896.0,,2026-03-12,250,72,178,15.0,In Stock
91237,28270,14107.0,,2026-07-30,329,46,283,97.0,In Stock
96336,24807,4818.0,,2026-04-25,407,65,342,16.0,In Stock
92235,25668,6560.0,,2026-05-29,497,77,420,85.0,Overstock
116102,22856,28479.0,,2026-05-04,499,77,422,26.0,Overstock
95153,10407,5490.0,,2026-06-28,330,26,304,32.0,In Stock
95719,23772,12739.0,,2026-05-17,137,57,80,97.0,Low Stock
117162,2310,3291.0,,2026-05-13,145,46,99,41.0,In Stock
94005,11922,25671.0,,2026-07-14,193,8,185,80.0,In Stock
109091,6015,4182.0,,2026-03-09,37,66,37,58.0,Low Stock
92395,11130,,119.0,2026-08-04,485,27,458,80.0,Overstock
119887,26654,999999.0,41.0,2026-05-01,442,22,420,82.0,Overstock
116540,4387,18588.0,,2026-05-29,59,32,27,62.0,Low Stock
95919,14748,11364.0,,2026-06-30,496,37,459,67.0,Overstock
102189,16104,7187.0,,2026-07-09,314,34,280,52.0,In Stock
103789,7443,3415.0,,2026-04-12,7,6,1,88.0,unknown
95770,13041,9596.0,,2026-06-30,454,21,433,69.0,Overstock
92437,14146,3612.0,,2026-03-20,63,31,32,63.0,Low Stock
111922,26007,18399.0,,2026-08-05,268,49,219,100.0,In Stock
111716,28240,,83.0,2026-07-25,380,76,304,24.0,In Stock
104820,20453,5360.0,,2026-06-08,23,7,16,75.0,Low Stock
110035,9529,23823.0,,2026-03-01,99,35,64,26.0,In Stock
93747,24603,146.0,,2026-02-23,494,36,458,62.0,overstock
99872,19092,,82.0,2026-01-02,258,94,164,90.0,In Stock
100667,20481,17450.0,,2026-04-12,283,72,211,99.0,In Stock
97773,5026,26277.0,,2026-03-10,332,19,323,87.0,In Stock
91328,20831,5367.0,,2026-05-28,64,17,47,97.0,Low Stock
101730,5916,13085.0,,2026-01-21,64,44,20,41.0,Low Stock
96614,5020,21813.0,,2026-08-18,443,5,438,57.0,Overstock
97797,28200,21171.0,,2026-02-22,425,76,349,45.0,In Stock
95736,346,5784.0,,2026-08-18,67,53,14,95.0,Low Stock
112398,25235,,51.0,2026-01-22,-15,71,363,99.0,In Stock
93277,13855,24972.0,,2026-06-12,295,60,235,85.0,In Stock
92747,8795,,11.0,2026-07-11,24,19,5,31.0,Low Stock
103506,1606,,91.0,2026-04-24,228,11,217,71.0,In Stock
98295,23337,10870.0,,2026-07-14,478,90,388,98.0,In Stock
98084,3379,,65.0,2026-02-27,188,19,169,,In Stock
108340,8569,12385.0,,2026-06-14,352,99,253,11.0,In Stock
99854,11528,,165.0,2026-06-25,142,95,47,69.0,Low Stock
107768,13440,6476.0,,2026-07-06,17,9,8,36.0,Low Stock
111624,28114,19591.0,,2026-08-13,303,43,260,90.0,unknown
93675,21771,13224.0,,2026-02-16,460,91,432,,In Stock
109336,25921,6730.0,,2026-01-16,390,84,306,99.0,In Stock
98012,14169,7125.0,,2026-03-15,326,55,271,61.0,In Stock
106517,19311,11901.0,,2026-07-11,377,32,345,86.0,In Stock
93866,13080,,162.0,2026-01-15,115,27,88,46.0,In Stock
114652,8682,14331.0,,2026-06-09,305,11,294,85.0,N/A
101466,21767,21502.0,,2026-05-29,72,3,69,90.0,Low Stock
99887,6802,,110.0,2026-02-10,366,55,311,66.0,In Stock
103505,6949,6145.0,,2026-05-24,281,62,219,22.0,In Stock
95162,8879,6718.0,,2026-02-21,415,19,396,17.0,In Stock
114753,2619,14868.0,,2026-04-27,53,2,51,94.0,Low Stock
117597,19958,28238.0,,2026-07-04,367,34,333,52.0,In Stock
95445,1508,27571.0,,2026-06-21,457,46,411,25.0,Overstock
106308,9631,25580.0,,2026-06-19,332,24,308,84.0,In Stock
90269,17029,14245.0,,2026-03-05,340,68,272,12.0,In Stock
90519,24655,56.0,,2026-07-17,383,70,313,89.0,In Stock
97160,5805,18197.0,,2026-07-14,150,54,96,81.0,In Stock
106488,17654,25513.0,,2026-01-27,88,40,48,92.0,Low Stock
103608,5210,14892.0,,2026-06-11,187,39,148,84.0,In Stock
96361,18603,3892.0,,2026-02-04,458,77,381,52.0,In Stock
102323,27129,28855.0,,2026-01-16,196,17,179,56.0,In Stock
117601,15264,6093.0,,2026-02-24,237,61,176,46.0,In Stock
100200,20297,,152.0,2026-05-13,317,96,221,17.0,In Stock
92359,9316,14213.0,,2026-02-24,221,30,191,99.0,In Stock
96024,12615,29287.0,,2026-02-28,69,38,31,62.0,Low Stock
97343,29241,4875.0,,2026-01-13,73,30,43,61.0,Low Stock
118855,8734,16080.0,,2026-02-06,410,46,397,100.0,In Stock
115183,20492,26731.0,,2026-02-28,494,61,433,83.0,Overstock
111739,1401,25605.0,,2026-02-14,57,24,33,97.0,Low Stock
90938,23393,20365.0,,2026-04-21,359,22,337,66.0,In Stock
102685,789,19960.0,,2026-04-17,239,15,276,86.0,In Stock
112045,26716,19339.0,,2026-06-07,334,3,331,98.0,In Stock
100462,22941,4717.0,,2026-07-21,113,49,64,76.0,Low Stock
93460,25841,24824.0,,2026-04-05,121,11,110,18.0,In Stock
115223,24443,,9.0,2026-07-10,243,96,147,18.0,In Stock
109003,8574,20852.0,,2026-04-23,489,12,477,16.0,Overstock
94966,25886,16059.0,,2026-07-15,137,34,103,31.0,In Stock
107558,26919,18982.0,,2026-03-17,126,9,117,12.0,In Stock
106869,8953,10309.0,,2026-01-04,439,39,462,86.0,In Stock
92775,12370,17648.0,,2026-01-22,109,51,58,68.0,Low Stock
90268,12491,997.0,,2026-08-07,411,93,318,60.0,In Stock
108431,23886,,117.0,2026-01-20,227,17,210,37.0,In Stock
93120,4754,23852.0,,2026-04-18,2,2,0,61.0,Out of Stock
98421,23674,12715.0,,2026-07-19,312,95,217,46.0,In Stock
107099,18941,2816.0,,2026-04-07,140,29,111,52.0,In Stock
91211,12618,13716.0,,2026-03-09,47,31,16,50.0,Low Stock
105794,25365,15325.0,,2026-05-11,397,84,313,74.0,In Stock
91086,15585,,39.0,2026-07-09,446,1,445,17.0,Overstock
98496,6520,27113.0,,2026-02-19,175,3,172,91.0,In Stock
90741,21375,19054.0,,2026-04-07,97,49,48,61.0,low stock
99596,26128,8074.0,,2026-08-02,412,20,392,43.0,In Stock
96219,10144,25062.0,,2026-01-12,127,87,40,70.0,Low Stock
98853,4166,13199.0,,2026-01-06,166,64,102,56.0,in stock
93037,16662,28003.0,,2026-01-28,117,39,78,99.0,Low Stock
105470,6327,19593.0,,2026-06-16,234,19,215,35.0,In Stock
118011,8061,20278.0,,2026-07-19,452,59,393,100.0,In Stock
103472,27029,28308.0,,2026-06-19,134,73,61,81.0,Low Stock
111802,10900,28409.0,,2026-03-07,106,12,94,72.0,In Stock
115311,20354,23942.0,,2026-01-29,401,41,360,88.0,In Stock
101572,11397,,137.0,2026-07-10,14,5,9,73.0,N/A
111310,20919,,70.0,2026-07-09,185,32,153,59.0,In Stock
110321,23989,,161.0,2026-06-25,101,66,35,44.0,low stock
91770,8362,,123.0,2026-07-28,252,3,249,53.0,unknown
103145,14629,7444.0,,2026-01-12,137,12,125,94.0,In Stock
93709,20326,2473.0,,2026-06-05,200,68,132,14.0,In Stock
119826,712,594.0,,2026-02-17,288,17,271,81.0,In Stock
105988,18429,2083.0,,2026-03-17,174,60,114,15.0,In Stock
96680,11515,26268.0,,2026-06-04,178,10,168,56.0,In Stock
97627,10503,28.0,,2026-05-23,155,52,103,31.0,In Stock
112138,8987,8733.0,,2026-02-22,6,6,0,,Out of Stock
104813,8363,2986.0,,2026-07-24,407,6,401,92.0,Overstock
91500,10561,7349.0,,2026-07-22,424,2,422,38.0,Overstock
93563,23400,2725.0,,2026-06-20,67,57,10,46.0,Low Stock
96660,10619,,86.0,2026-02-06,68,0,68,51.0,In Stock
90131,6831,,175.0,2026-02-10,430,67,363,11.0,In Stock
107945,12048,18100.0,,2026-07-18,332,20,312,21.0,In Stock
101452,29090,,51.0,2026-02-25,289,30,259,20.0,In Stock
93221,26409,15090.0,,2026-07-20,391,35,356,24.0,In Stock
94881,26723,18678.0,,2026-01-24,184,50,134,83.0,In Stock
101913,9663,9727.0,,2026-08-14,124,50,74,65.0,In Stock
94919,3588,12631.0,,2026-01-08,217,33,184,26.0,In Stock
91177,312,14127.0,,2026-06-08,174,1,173,67.0,In Stock
95583,2678,,43.0,2026-04-02,181,17,164,43.0,In Stock
106672,934,,176.0,2026-07-05,473,71,402,23.0,Overstock
102117,20251,1330.0,,2026-03-01,100,61,39,15.0,In Stock
91826,10467,,64.0,2026-05-24,74,73,1,89.0,Low Stock
101370,2750,738.0,,2026-05-20,384,1,383,44.0,In Stock
108619,18987,19987.0,,2026-03-02,162,41,121,14.0,In Stock
113220,12395,22956.0,,2026-08-18,94,123,57,40.0,In Stock
113127,17633,17587.0,,2026-04-28,18,2,16,30.0,unknown
107784,27879,29169.0,,2026-04-12,412,78,334,94.0,In Stock
90161,2537,331.0,,2026-07-11,394,49,345,31.0,In Stock
115848,6691,29445.0,,2026-01-20,5,4,1,65.0,Low Stock
110636,5053,,99.0,2026-05-06,37,5,32,44.0,Low Stock
102795,20950,18666.0,,2026-02-06,33,5,28,75.0,Low Stock
115972,14097,13239.0,,2026-02-26,116,78,38,59.0,Low Stock
95767,2435,11444.0,,2026-07-11,303,60,243,50.0,In Stock
105231,5954,10290.0,,2026-03-05,318,0,318,10.0,In Stock
107753,1915,6460.0,,2026-05-01,431,78,353,96.0,In Stock
91708,16139,27627.0,,2026-03-27,367,30,337,80.0,In Stock
92217,16303,1869.0,,2026-05-07,206,28,178,66.0,In Stock
96330,12570,14686.0,,2026-01-26,151,64,87,19.0,In Stock
92996,999999,19507.0,,2026-01-02,487,3,484,10.0,Overstock
113637,23302,24801.0,,2026-07-28,245,44,201,96.0,In Stock
104638,17034,13022.0,,2026-08-12,191,56,135,25.0,In Stock
90399,13722,18828.0,,2026-04-30,196,45,151,62.0,In Stock
118823,2082,2028.0,,2026-06-13,374,77,297,29.0,In Stock
103942,7763,6181.0,,2026-05-20,349,49,300,54.0,In Stock
112562,4923,18471.0,,2026-04-20,297,51,246,66.0,In Stock
100988,28829,2250.0,,2026-08-14,250,62,188,21.0,In Stock
116291,16550,17914.0,,2026-03-21,298,38,260,96.0,In Stock
107596,23102,4078.0,,2026-04-13,305,348,267,15.0,In Stock
117371,8195,24393.0,,2026-06-20,396,88,308,100.0,In Stock
96714,4934,18984.0,,2026-03-02,364,40,324,61.0,In Stock
93941,24886,18731.0,,2026-01-19,434,51,383,84.0,In Stock
112293,27646,,49.0,2026-04-14,492,18,474,85.0,Overstock
110724,26174,5332.0,,2026-02-21,227,94,133,24.0,In Stock
102944,7626,25980.0,,2026-04-12,449,68,381,53.0,In Stock
119070,1709,8105.0,,2026-02-11,306,51,255,54.0,In Stock
108348,27983,5316.0,,2026-06-27,143,87,56,70.0,Low Stock
109869,28997,25288.0,,2026-01-10,180,37,143,40.0,In Stock
118671,24833,12479.0,,2026-02-02,472,37,435,97.0,Overstock
109600,18195,24843.0,,2026-07-24,491,86,405,35.0,Overstock
108908,13108,16683.0,,2026-06-24,87,40,47,62.0,Low Stock
109587,29306,1691.0,,2026-03-01,198,19,179,78.0,in stock
95944,30094,28091.0,,2026-08-17,102,48,54,27.0,In Stock
104828,26784,19053.0,,2026-05-06,422,10,412,92.0,N/A
108786,18943,22743.0,,2026-05-24,123,66,57,43.0,In Stock
119687,719,2455.0,,2026-06-23,492,48,455,47.0,Overstock
99086,12241,16513.0,,2026-04-23,269,66,203,39.0,In Stock
90450,18588,23930.0,,2026-07-30,2,1,1,54.0,Low Stock
107243,4951,6213.0,,2026-08-17,175,43,132,37.0,In Stock
109313,16683,12819.0,,2026-04-25,3,3,0,71.0,Out of Stock
108009,19241,,49.0,2026-05-02,391,22,459,47.0,In Stock
113382,29921,21213.0,,2026-06-15,87,85,2,36.0,Low Stock
107117,14440,252.0,,2026-06-18,366,21,345,100.0,In Stock
111508,2204,,170.0,2026-05-15,470,6,483,19.0,Overstock
109808,29466,,78.0,2026-02-25,92,35,57,63.0,Low Stock
110253,15270,,17.0,2026-05-29,390,21,369,17.0,In Stock
98728,1295,7892.0,,2026-06-11,460,34,426,,Overstock
109638,8412,8857.0,,2026-05-24,220,95,125,48.0,In Stock
96607,28019,22844.0,,2026-08-15,63,51,12,75.0,Low Stock
119761,21740,29429.0,,2026-04-10,187,47,140,40.0,In Stock
96522,23283,18916.0,,2026-06-25,53,29,24,87.0,Low Stock
116881,15688,16768.0,,2026-05-05,94,92,2,25.0,Low Stock
90367,14006,4041.0,,2026-08-04,285,10,275,91.0,In Stock
97808,7919,2292.0,,2026-01-14,185,47,138,72.0,In Stock
112704,7761,,154.0,2026-05-09,486,39,447,18.0,Overstock
97560,1107,11195.0,,2026-04-15,242,75,167,91.0,In Stock
107411,7875,6679.0,,2026-03-24,309,68,241,75.0,In Stock
112197,24329,598.0,,2026-07-19,490,23,467,60.0,Overstock
114170,9159,12205.0,,2026-06-29,397,99,298,60.0,In Stock
91891,20079,7878.0,,2026-07-21,170,81,89,10.0,In Stock
95135,4585,11403.0,,2026-07-26,238,3,235,14.0,In Stock
95204,15348,19410.0,,2026-07-19,304,18,286,12.0,In Stock
105629,23941,3172.0,,2026-02-22,469,74,395,24.0,In Stock
118926,14830,24238.0,,2026-02-22,30,24,6,55.0,Low Stock
102921,25624,,17.0,2026-04-11,109,94,15,57.0,Low Stock
95967,157,11023.0,,2026-02-15,438,23,415,47.0,overstock
117100,15756,364.0,,2026-07-28,330,82,248,84.0,In Stock
106416,28744,21396.0,,2026-04-05,27,17,10,72.0,Low Stock
97584,29768,15046.0,,2026-05-25,452,79,373,61.0,In Stock
112256,24823,,36.0,2026-07-03,187,70,117,67.0,In Stock
91689,12598,,144.0,2026-01-06,295,50,262,30.0,In Stock
96674,26084,19205.0,,2026-04-10,292,46,246,19.0,In Stock
107550,18960,28216.0,,2026-06-01,9,9,0,24.0,out of stock
116111,29157,,65.0,2026-05-29,255,0,255,19.0,In Stock
94293,26220,22452.0,,2026-06-17,58,58,0,75.0,Out of Stock
94615,13190,16707.0,,2026-06-27,55,44,11,20.0,N/A
119658,25296,,68.0,2026-02-20,305,33,272,90.0,In Stock
111431,4793,21434.0,,2026-05-31,403,8,395,26.0,In Stock
102126,10208,19853.0,,2026-01-25,47,43,4,49.0,Low Stock
119382,29506,,46.0,2026-02-28,46,28,18,92.0,Low Stock
97150,143,17446.0,,2026-04-23,68,57,11,10.0,In Stock
